_id,articleId,customerName,isCategory,nGramCnt,origCount,origSentence,scores.betweeness,scores.closeness,scores.degree,scores.fromBegScore,scores.isInTag-a,scores.isInTag-b,scores.isInTag-h1,scores.isInTag-h2,scores.isInTag-h3,scores.isInTag-h4,scores.isInTag-h5,scores.isInTag-h6,scores.isInTag-i,scores.isInTag-strong,scores.isInTitle,scores.load,scores.originalPhrase,scores.relDocsRatio,scores.relTermsRatio,scores.relVsIrrelDocs,scores.relVsIrrelTerms,scores.relevance,stem,stemCount,termOccurrence
5ac21b69fffa760008741903,109790,MIT_AthleticTrainers,0,1,,outcome,,2.240044248,2.433628319,0.278012685,,,,,,,,,,,,,outcome,0.626947754,0.65841334,1.680589681,1.927514793,0.216553,outcom,,2
5ac21b69fffa760008741904,109790,MIT_AthleticTrainers,0,2,,player potential,,,,0.3534179,,,,,,,,,,,,,,0.769230769,0.769230769,3.333333333,3.333333333,0.2949,player potenti,,2
5ac21b69fffa760008741905,109790,MIT_AthleticTrainers,0,1,,players,0.349273002,2.238006521,1.769911504,0.630021142,,,,,,,,,,,,0.349273002,players,0.54184322,0.598978206,1.18265896,1.49363006,0.270311,player,,2
5ac21b6afffa760008741906,109790,MIT_AthleticTrainers,0,1,,power,,,,0.739605356,,,,,,,,,,,,,,0.408912189,0.450980392,0.691796009,0.821428571,0.217022,power,,2
5ac21b6afffa760008741907,109790,MIT_AthleticTrainers,0,1,,practices,,,,0.694855532,,,,,,,,,,,,,,0.553168921,0.555605787,1.237982196,1.250254323,0.216845,practic,,2
5ac21b6afffa760008741908,109790,MIT_AthleticTrainers,1,2,,radar gun,0.507230736,3.018164881,2.433628319,0.972163495,,,,,,,,,,,,0.507230736,radar gun,0.833333333,0.916666667,5,11,0.579363,radar gun,,2
5ac21b6afffa760008741909,109790,MIT_AthleticTrainers,0,2,,serve speeds,,,,0.763918252,,,,,,,,,,,,,,1,1,1,1,0.31395,serv speed,,2
5ac21b6bfffa76000874190a,109790,MIT_AthleticTrainers,0,2,,speed measurement,,2.389380531,,0.927061311,,,,,,,,,,,,,speed measurement,1,1,2,2,0.309563,speed measur,,2
5ac21b6bfffa76000874190b,109790,MIT_AthleticTrainers,0,1,,technology,,,1.10619469,0.89640592,,,,,,,,,,,,,technology,0.418143161,0.429421488,0.71863581,0.752607184,0.217724,technologi,,2
5ac21b6bfffa76000874190c,109790,MIT_AthleticTrainers,0,1,,volleyball,,2.240044248,2.433628319,0.802677942,,,,,,,,,,,,,volleyball,0.554285714,0.219500924,1.243589744,0.281231498,0.247068,volleybal,,2
5ac21b6bfffa76000874190d,109790,MIT_AthleticTrainers,0,1,,world,0.507230736,3.018164881,2.433628319,0.99577167,,,,,,,,,,,,0.507230736,world,0.356439543,0.325093798,0.553855569,0.481687377,0.218952,world,,2
5ac2265dfffa76000874346e,109790,MIT_AthleticTrainers,0,2,,Head Coach,0.347310794,2.377348238,1.548672566,0.662438337,,,,,,,,,,,,0.347310794,Head Coach,0.393497758,0.327344189,0.648798521,0.486644407,0.309237,head coach,,2
5ac2265dfffa76000874346f,109790,MIT_AthleticTrainers,0,2,,Kelly Sheffield,,,1.548672566,0.212121212,,,,,,,,,,,,,Kelly Sheffield,1,1,1,1,0.286234,kelli sheffield,,2
5ac2265efffa760008743470,109790,MIT_AthleticTrainers,0,1,,MPH,0.241351569,,,0.397815363,,,,,,,,,,,,0.241351569,MPH,0.428571429,0.434466019,0.75,0.768240343,0.239319,mph,,2
5ac2265efffa760008743471,109790,MIT_AthleticTrainers,0,2,,National Championship,0.347310794,2.377348238,1.548672566,0.841789993,,,,,,,,,,,,0.347310794,National Championships,0.406593407,0.385542169,0.685185185,0.62745098,0.30201,nation championship,,2
5ac2265efffa760008743472,109790,MIT_AthleticTrainers,0,2,,Revolutionary Radar,,,,0,,,,,,,,,,,1,,,,,,,0.519455,revolutionari radar,,2
5ac2265efffa760008743473,109790,MIT_AthleticTrainers,0,2,,Russ Rose,0.347310794,2.377348238,1.548672566,0.666314306,,,,,,,,,,,,0.347310794,Russ Rose,1,1,1,1,0.300346,russ rose,,2
5ac2265efffa760008743474,109790,MIT_AthleticTrainers,0,1,,applications,,,1.10619469,0.884778013,,,,,,,,,,,,,applications,0.495294118,0.504632489,0.981351981,1.018703242,0.217698,applic,,2
5ac2265ffffa760008743475,109790,MIT_AthleticTrainers,0,1,,coaches,0.212899555,,,0.831219168,,,,,,,,,,,,0.212899555,coach,0.507124504,0.453192243,1.028909953,0.828796296,0.234371,coach,,2
5ac2265ffffa760008743476,109790,MIT_AthleticTrainers,0,1,,contact,0.208975139,2.501301406,,0.494362227,,,,,,,,,,,,0.208975139,contact,0.574235808,0.615991395,1.348717949,1.60410831,0.21625,contact,,2
5ac22660fffa760008743477,109790,MIT_AthleticTrainers,0,1,,inches,0.251162608,2.550754815,1.548672566,0.321353066,,,,,,,,,,,,0.251162608,inches,0.324840764,0.324766355,0.481132075,0.480968858,0.258027,inch,,2
5ac22660fffa760008743478,109790,MIT_AthleticTrainers,0,2,,info text,,,,0.012332629,,,,,,,,,,,,,,0.666666667,0.777777778,2,3.5,0.29464,info text,,2
5ac22660fffa760008743479,109790,MIT_AthleticTrainers,0,1,,opposition,0.208975139,2.490114856,1.769911504,0.755109232,,,,,,,,,,,,0.208975139,opposition,0.405633803,0.397228637,0.682464455,0.659003831,0.218188,opposit,,2
5ac22660fffa76000874347a,109790,MIT_AthleticTrainers,0,1,,ounces,,,,0.300211416,,,,,,,,,,,,,,0.247311828,0.228021978,0.328571429,0.295373665,0.221073,ounc,,2
5ac22661fffa76000874347b,109790,MIT_AthleticTrainers,0,1,,outcome,,2.240044248,2.433628319,0.278012685,,,,,,,,,,,,,outcome,0.626947754,0.65841334,1.680589681,1.927514793,0.216553,outcom,,2
5ac22661fffa76000874347c,109790,MIT_AthleticTrainers,0,2,,player potential,,,,0.3534179,,,,,,,,,,,,,,0.769230769,0.769230769,3.333333333,3.333333333,0.2949,player potenti,,2
5ac22661fffa76000874347d,109790,MIT_AthleticTrainers,0,1,,players,0.349273002,2.238006521,1.769911504,0.630021142,,,,,,,,,,,,0.349273002,players,0.54184322,0.598978206,1.18265896,1.49363006,0.270311,player,,2
5ac22662fffa76000874347e,109790,MIT_AthleticTrainers,0,1,,power,,,,0.739605356,,,,,,,,,,,,,,0.408912189,0.450980392,0.691796009,0.821428571,0.217022,power,,2
5ac22662fffa76000874347f,109790,MIT_AthleticTrainers,0,1,,practices,,,,0.694855532,,,,,,,,,,,,,,0.553168921,0.555605787,1.237982196,1.250254323,0.216845,practic,,2
5ac22663fffa760008743480,109790,MIT_AthleticTrainers,1,2,,radar gun,0.507230736,3.018164881,2.433628319,0.972163495,,,,,,,,,,,,0.507230736,radar gun,0.833333333,0.916666667,5,11,0.579363,radar gun,,2
5ac22663fffa760008743481,109790,MIT_AthleticTrainers,0,2,,serve speeds,,,,0.763918252,,,,,,,,,,,,,,1,1,1,1,0.31395,serv speed,,2
5ac22663fffa760008743482,109790,MIT_AthleticTrainers,1,2,,speed measurement,,2.389380531,,0.927061311,,,,,,,,,,,,,speed measurement,1,1,2,2,0.309563,speed measur,,2
5ac22663fffa760008743483,109790,MIT_AthleticTrainers,0,1,,technology,,,1.10619469,0.89640592,,,,,,,,,,,,,technology,0.418143161,0.429421488,0.71863581,0.752607184,0.217724,technologi,,2
5ac22664fffa760008743484,109790,MIT_AthleticTrainers,0,1,,volleyball,,2.240044248,2.433628319,0.802677942,,,,,,,,,,,,,volleyball,0.554285714,0.219500924,1.243589744,0.281231498,0.247068,volleybal,,2
5ac22664fffa760008743485,109790,MIT_AthleticTrainers,0,1,,world,0.507230736,3.018164881,2.433628319,0.99577167,,,,,,,,,,,,0.507230736,world,0.356439543,0.325093798,0.553855569,0.481687377,0.218952,world,,2
5ac22019fffa7600087422ee,115176,MIT_AthleticTrainers,0,1,,Determination,0.178576392,,1.489757914,0.922877271,,,,,,,,,,,,0.178576392,Determination,0.587020649,0.612448133,1.421428571,1.580299786,0.31179,determin,,2
5ac22019fffa7600087422ef,115176,MIT_AthleticTrainers,1,1,,FAT,,,,0.743789396,,,,,,,,,,,,,,0.241565452,0.151737779,0.318505338,0.178880746,0.378287,fat,,2
5ac2201afffa7600087422f1,115176,MIT_AthleticTrainers,0,2,,Form Assessment,,,0.931098696,0,,,,,,,,,,,1,,Form Assessment,1,1,2,2,0.655825,form assess,,2
5ac2201afffa7600087422f3,115176,MIT_AthleticTrainers,0,1,,Measurement,,,1.117318436,0.868372265,,,,,,,,,,,,,Measurement,0.627906977,0.638950364,1.6875,1.769702277,0.212724,measur,,2
5ac2201afffa7600087422f5,115176,MIT_AthleticTrainers,1,1,,SAT,,,,0.776789025,,,,,,,,,,,,,,0.41580756,0.403458213,0.711764706,0.676328502,0.58215,sat,,2
5ac2201afffa7600087422f7,115176,MIT_AthleticTrainers,0,1,,fps,0.174407293,,,0.640711902,,,,,,,,,,,,0.174407293,fps,0.6,0.529411765,1.5,1.125,0.236291,fp,,2
5ac2201bfffa7600087422f9,115176,MIT_AthleticTrainers,0,1,,frames,0.359237333,2.675570967,1.117318436,0.63885799,,,,,,,,,,,,0.359237333,frame,0.375565611,0.37593985,0.601449275,0.602409639,0.24973,frame,,2
5ac2201bfffa7600087422fb,115176,MIT_AthleticTrainers,0,1,,gait,0.190388838,1.948811225,0.931098696,0.892102336,,,,,,,,,,,,0.190388838,gait,0.693548387,0.73442623,2.263157895,2.765432099,0.235291,gait,,2
5ac2201bfffa7600087422fd,115176,MIT_AthleticTrainers,0,1,,ground,0.173712443,2.145353435,1.117318436,0.828327772,,,,,,,,,,,,0.173712443,ground,0.405452946,0.365384615,0.681952663,0.575757576,0.390629,ground,,2
5ac2201bfffa760008742300,115176,MIT_AthleticTrainers,0,1,,images,0.211929181,,1.675977654,0.403040415,,,,,,,,,,,,0.211929181,image,0.50127551,0.492753623,1.00511509,0.971428571,0.231543,imag,,2
5ac2201bfffa760008742302,115176,MIT_AthleticTrainers,0,1,,milliseconds,0.287667806,2.612178261,2.234636872,0.365220615,,,,,,,,,,,,0.287667806,milliseconds,0.625,0.555555556,1.666666667,1.25,0.592226,millisecond,,2
5ac2201cfffa760008742304,115176,MIT_AthleticTrainers,1,2,,shank angle,0.182050641,2.166920603,1.303538175,0.878383389,,,,,,,,,,,,0.182050641,shank angle,,,,,0.971039,shank angl,,2
5ac2201cfffa760008742308,115176,MIT_AthleticTrainers,0,1,,touchdown,,,,0.768261031,,,,,,,,,,,,,,0.309278351,0.185483871,0.447761194,0.227722772,0.248743,touchdown,,2
5ac2201dfffa760008742310,115176,MIT_AthleticTrainers,1,2,,video analysis,,,2.234636872,0.933259177,,,,,,,,,,,,,video analysis,0.6875,0.705882353,2.2,2.4,0.870644,video analysi,,2
5ac2201dfffa760008742312,115176,MIT_AthleticTrainers,0,2,,video capabilities,,,,0.718205413,,,,,,,,,,,,,,,,,,0.376026,video capabl,,2
5ac22013fffa7600087422d9,115198,MIT_AthleticTrainers,0,3,1,long term effectiveness,,,,0,,,,,,,,,,,,,,0.927927928,0.9375,12.875,15,0.458132,long term effect,1,2
5ac22013fffa7600087422da,115198,MIT_AthleticTrainers,0,2,1,knee joint,,,,0.621408204,,,,,,,,,,,,,,0.850574713,0.895953757,5.692307692,8.611111111,0.575074,knee joint,1,2
5ac22014fffa7600087422db,115198,MIT_AthleticTrainers,0,2,,Ambulatory diagnosis,,,1.19205298,0.246983988,,,,,,,,,,,,,Ambulatory diagnosis,1,1,1,1,0.440311,ambulatori diagnosi,,2
5ac22014fffa7600087422dc,115198,MIT_AthleticTrainers,0,2,,Consolidated Orders,,,,0.333187102,,,,,,,,,,,,,,1,1,1,1,0.437032,consolid order,,2
5ac22014fffa7600087422dd,115198,MIT_AthleticTrainers,0,2,,Disease Control,,,,0.389339767,,,,,,,,,,,,,,0.647342995,0.654867257,1.835616438,1.897435897,0.572792,diseas control,,2
5ac22014fffa7600087422de,115198,MIT_AthleticTrainers,0,2,,Emergency Med,,,1.059602649,0.269796008,,,,,,,,,,,,,Emergency Med,0.5,0.5,1,1,0.439807,emerg med,,2
5ac22014fffa7600087422df,115198,MIT_AthleticTrainers,1,2,,Knee Osteoarthritis,,,0.927152318,0,1,,,,,,,,,,1,,Knee osteoarthritis,0.774193548,0.770833333,3.428571429,3.363636364,0.640395,knee osteoarthr,,2
5ac22015fffa7600087422e0,115198,MIT_AthleticTrainers,0,3,,MMWR Morb Mortal,,,,0.189076552,,,,,,,,,,,,,,1,1,1,1,0.562001,mmwr morb mortal,,2
5ac22015fffa7600087422e1,115198,MIT_AthleticTrainers,0,2,,Matheny LM,,,0.927152318,0.120640491,,,,,,,,,,,,,Matheny LM,1,1,1,2,0.616661,matheni lm,,2
5ac22015fffa7600087422e2,115198,MIT_AthleticTrainers,0,2,,Medical Care,,,,0.22702347,,,,,,,,,,,,,,0.653179191,0.655339806,1.883333333,1.901408451,0.447091,medic care,,2
5ac22015fffa7600087422e3,115198,MIT_AthleticTrainers,1,2,,Pain Medication,0.252252885,1.574521914,,0,,,,,,,,,,,1,0.252252885,pain medication,0.788461538,0.761904762,3.727272727,3.2,0.766273,pain medic,,2
5ac22015fffa7600087422e4,115198,MIT_AthleticTrainers,0,2,,Rudd RA,,,,0.214959421,,,,,,,,,,,,,,1,1,1,1,0.441535,rudd ra,,2
5ac22015fffa7600087422e5,115198,MIT_AthleticTrainers,0,3,,Scholl L. Increases,,,,0.209256416,,,,,,,,,,,,,,1,1,1,1,0.55666,scholl l increas,,2
5ac22016fffa7600087422e6,115198,MIT_AthleticTrainers,0,2,,Steadman JR,,,0.927152318,0.118008335,,,,,,,,,,,,,Steadman JR,1,1,1,2,0.597289,steadman jr,,2
5ac22016fffa7600087422e7,115198,MIT_AthleticTrainers,0,2,,Unloader braces,0.180582149,1.360509227,,0.489361702,,,,,,,,,,,,0.180582149,Unloader braces,0.5,0.6,1,1.5,0.456859,unload brace,,2
5ac22016fffa7600087422e8,115198,MIT_AthleticTrainers,0,2,,drug overdoses,,,,0.811362141,,,,,,,,,,,,,,0.615384615,0.473684211,1.6,0.9,0.456035,drug overdos,,2
5ac22016fffa7600087422e9,115198,MIT_AthleticTrainers,0,2,,et al,,,,0.293924106,,,,,,,,,,,,,,0.795121951,0.86188579,3.880952381,6.240384615,0.547848,et al,,2
5ac22016fffa7600087422ea,115198,MIT_AthleticTrainers,0,2,,knee OA,0.182338785,1.467355501,1.059602649,0.528624698,,,,,,,,,,,,0.182338785,knee OA,0.933333333,0.818181818,14,4.5,0.731112,knee oa,,2
5ac22017fffa7600087422eb,115198,MIT_AthleticTrainers,0,2,,pain symptoms,,,,0.96994955,,,,,,,,,,,,,,0.739130435,0.76,2.833333333,3.166666667,0.761785,pain symptom,,2
5ac22017fffa7600087422ec,115198,MIT_AthleticTrainers,0,1,,painful,0.156340577,1.428772721,1.19205298,0.625795131,1,,,,,,,,,,1,0.156340577,pain,0.618895966,0.71199422,1.623955432,2.472152534,0.918038,pain,,2
5ac22017fffa7600087422ed,115198,MIT_AthleticTrainers,0,2,,prescription opioids,0.156340577,1.428772721,0.927152318,0.935292827,,,,,,,,,,,,0.156340577,prescription opioids,0.733333333,0.75,2.75,3,0.710943,prescript opioid,,2
5ac2200bfffa7600087422ca,115237,MIT_AthleticTrainers,0,2,,Kristaps Porzingis,0.161992263,1.820096903,1.134751773,0.374901549,,,,,,,,,,,,0.161992263,Kristaps Porzingis,0.6,0.428571429,1.5,0.75,0.529198,kristap porzingi,,2
5ac2200cfffa7600087422cb,115237,MIT_AthleticTrainers,0,2,,New York,,,,0.787083224,,,,,,,,,,,,,,0.36382755,0.359564939,0.571900826,0.561438561,0.926982,new york,,2
5ac2200cfffa7600087422cc,115237,MIT_AthleticTrainers,0,2,,Pat Byrne,0.359445519,2.566021597,0.992907801,0.025728538,,,,,,,,,,,,0.359445519,Pat Byrne,0,0,0,0,0.520788,pat byrn,,2
5ac2200cfffa7600087422cd,115237,MIT_AthleticTrainers,0,2,,Special Surgery,0.213168923,,0.992907801,0.79207141,,,,,,,,,,,,0.213168923,Special Surgery,0.8125,0.842105263,4.333333333,5.333333333,0.541053,special surgeri,,2
5ac2200cfffa7600087422ce,115237,MIT_AthleticTrainers,1,2,,Travel Plan,,,,0,,,,,,,,,,,1,,,0.166666667,0.285714286,0.2,0.4,0.576795,travel plan,,2
5ac2200cfffa7600087422cf,115237,MIT_AthleticTrainers,0,2,,air travel,,,,0.813861906,,,,,,,,,,,,,,0.25,0.25,0.333333333,0.333333333,0.556637,air travel,,2
5ac2200dfffa7600087422d0,115237,MIT_AthleticTrainers,0,2,,blood clots,,,,0.712785508,,,,,,,,,,,,,,0.557692308,0.518987342,1.260869565,1.078947368,0.547305,blood clot,,2
5ac2200dfffa7600087422d1,115237,MIT_AthleticTrainers,0,2,,charter flights,,,,0.430821738,,,,,,,,,,,,,,,,,,0.552037,charter flight,,2
5ac2200dfffa7600087422d2,115237,MIT_AthleticTrainers,0,2,,compression garments,,,,0.684431609,,,,,,,,,,,,,,0.5,0.5,1,1,0.537245,compress garment,,2
5ac2200dfffa7600087422d3,115237,MIT_AthleticTrainers,0,2,,compression pants,,,,0.636387503,,,,,,,,,,,,,,0.5,0.5,1,1,0.533285,compress pant,,2
5ac2200dfffa7600087422d4,115237,MIT_AthleticTrainers,0,3,,goalie Henrik Lundqvist,,,,0.656865319,,,,,,,,,,,,,,,,,,0.654352,goali henrik lundqvist,,2
5ac2200efffa7600087422d5,115237,MIT_AthleticTrainers,0,2,,hydration levels,,,,0.484641638,,,,,,,,,,,,,,0.777777778,0.75,3.5,3,0.535969,hydrat level,,2
5ac2200efffa7600087422d6,115237,MIT_AthleticTrainers,0,2,,press interviews,0.562540297,2.805704933,1.418439716,0.050144395,,,,,,,,,,,,0.562540297,press interviews,0.5,0.5,1,1,0.525001,press interview,,2
5ac2200efffa7600087422d7,115237,MIT_AthleticTrainers,0,2,,seat sensors,0.233317215,1.928452232,1.276595745,0.523234445,,,,,,,,,,,,0.233317215,seat sensors,,,,,0.522113,seat sensor,,2
5ac2200efffa7600087422d8,115237,MIT_AthleticTrainers,0,3,,winger J.T. Miller,,,,0.229194014,,,,,,,,,,,,,,,,,,0.634201,winger j t miller,,2
5ac21ffdfffa7600087422a4,115268,MIT_AthleticTrainers,0,1,, tournament,,,,0.896317829,,,,,,,,,,,,,,0.322033898,0.279157261,0.475,0.387265136,0.328572,tournament,,2
5ac21ffdfffa7600087422a5,115268,MIT_AthleticTrainers,0,2,,Building Speed,0.425575552,3.591470258,3.03030303,0,,,,,,,,,,,1,0.425575552,Building Speed,0.111111111,0.111111111,0.125,0.125,0.485544,build speed,,2
5ac21ffdfffa7600087422a6,115268,MIT_AthleticTrainers,0,2,,Lance Walker,0.999846178,4.660529344,4.04040404,0.320736434,,,,,,,,,,,,0.999846178,Lance Walker,1,1,2,2,0.467417,lanc walker,,2
5ac21ffefffa7600087422a7,115268,MIT_AthleticTrainers,0,1,,McKinney,1.174178332,4.909090909,3.535353535,0.233527132,,,,,,,,,,,,1.174178332,McKinney,0.363636364,0.238095238,0.571428571,0.3125,0.336931,mckinnei,,2
5ac21ffffffa7600087422aa,115268,MIT_AthleticTrainers,0,1,,athletes,,,,0.650193798,,,,,,,,,,,,,,0.559528153,0.733049884,1.270292656,2.746018227,0.343539,athlet,,2
5ac21ffffffa7600087422ae,115268,MIT_AthleticTrainers,0,1,,cord,0.425575552,4.058441558,4.04040404,0.686046512,,,,,,,,,,,,0.425575552,cord,0.5703125,0.46557377,1.327272727,0.871165644,0.438506,cord,,2
5ac21ffffffa7600087422b0,115268,MIT_AthleticTrainers,0,1,,harness,,,3.535353535,0.662790698,,,,,,,,,,,,,harness,0.535211268,0.483516484,1.151515152,0.936170213,0.383137,har,,2
5ac22000fffa7600087422b2,115268,MIT_AthleticTrainers,0,1,,resistance,0.661436702,3.483106931,3.03030303,0.476744186,,,,,,,,,,,,0.661436702,resistance,0.490136571,0.519470405,0.961309524,1.081037277,0.331181,resist,,2
5ac22000fffa7600087422b5,115268,MIT_AthleticTrainers,0,1,,teams,1.01010101,3.567203567,3.03030303,0.993217054,,,,,,,,,,,,1.01010101,teams,0.473501462,0.448197851,0.899340507,0.812243757,0.357699,team,,2
5ac22019fffa7600087422f0,115269,MIT_AthleticTrainers,0,3,1,athletic training program,,,,0.260127389,,,,,,,,,,,,,,0.768261965,0.785123967,3.315217391,3.653846154,0.4062,athlet train program,1,2
5ac2201afffa7600087422f2,115269,MIT_AthleticTrainers,0,3,1,school athletic trainer,,,,0.704203822,,,,,,,,,,,,,,0.827731092,0.850909091,4.804878049,5.707317073,0.504218,school athlet trainer,1,2
5ac2201afffa7600087422f4,115269,MIT_AthleticTrainers,0,2,,Athletic Training,,,0.833333333,0.754394904,,,,,,,,,,,,,Athletic Training,0.619864237,0.729938543,1.630639098,2.702860858,0.54327,athlet train,,2
5ac2201afffa7600087422f6,115269,MIT_AthleticTrainers,0,3,,California San Diego,,,,0.409426752,,,,,,,,,,,,,,0.75,0.75,3,3,0.384441,california san diego,,2
5ac2201afffa7600087422f8,115269,MIT_AthleticTrainers,0,2,,Central Oklahoma,,,,0.743949045,,,,,,,,,,,,,,0.625,0.6,1.666666667,1.5,0.265788,central oklahoma,,2
5ac2201bfffa7600087422fa,115269,MIT_AthleticTrainers,0,2,,Fort Smith,,,,0.801783439,,,,,,,,,,,,,,0.666666667,0.333333333,2,0.5,0.269843,fort smith,,2
5ac2201bfffa7600087422fc,115269,MIT_AthleticTrainers,0,2,,Gary Diehm,,,,0.773248408,,,,,,,,,,,,,,1,1,1,1,0.373982,gari diehm,,2
5ac2201bfffa7600087422fe,115269,MIT_AthleticTrainers,0,3,,General Medical Conditions,,,0.833333333,0.733757962,,,,,,,,,,,,,General Medical Conditions,1,1,4,4,0.407053,gener medic condit,,2
5ac2201bfffa7600087422ff,115269,MIT_AthleticTrainers,0,1,,MSU,0.071472724,,1.111111111,0.769681529,,,,,,,,,,,1,0.071472724,MSU,0.3125,0.278443114,0.454545455,0.385892116,0.399573,msu,,2
5ac2201bfffa760008742301,115269,MIT_AthleticTrainers,0,3,,Midwestern State softball,,,0.972222222,0.032866242,,,,,,,,,,,,,Midwestern State softball,1,1,1,1,0.427923,midwestern state softbal,,2
5ac2201cfffa760008742303,115269,MIT_AthleticTrainers,1,2,,Samantha Carter,,,,0.993630573,,,,,,,,,,,,,,1,1,3,4,0.506904,samantha carter,,2
5ac2201cfffa760008742305,115269,MIT_AthleticTrainers,0,2,,Team USA,0.069927368,1.454545455,1.388888889,0.844585987,,,,,,,,,,,,0.069927368,Team USA,0.492063492,0.451923077,0.96875,0.824561404,0.669541,team usa,,2
5ac2201cfffa760008742307,115269,MIT_AthleticTrainers,0,2,,team tryouts,,,,0.052229299,,,,,,,,,,,,,,0.5,0.5,1,1,0.262124,team tryout,,2
5ac21ff2fffa76000874229b,115386,MIT_AthleticTrainers,0,2,1,medical professional,,,,0.454223082,,,,,,,,,,,,,,0.825095057,0.834375,4.717391304,5.037735849,0.24461,medic profession,1,2
5ac21ff2fffa76000874229c,115386,MIT_AthleticTrainers,0,2,1,Ice Hockey,,,,0.922630561,,,,,,,,,,,,,,0.837606838,0.857843137,5.157894737,6.034482759,,ic hockei,1,2
5ac21ff3fffa76000874229d,115386,MIT_AthleticTrainers,0,2,1,hockey players,,,,0.514184397,,,,,,,,,,,,,,0.758241758,0.782894737,3.136363636,3.606060606,0.251028,hockei player,1,2
5ac21ff3fffa76000874229e,115386,MIT_AthleticTrainers,0,3,,Black Red Green,,,,0.181818182,,,,,,,,,,,,,,0.414634146,0.414634146,0.708333333,0.708333333,0.678071,black red green,,2
5ac21ff3fffa76000874229f,115386,MIT_AthleticTrainers,0,2,,Font Size,,,,0.090909091,,,,,,,,,,,,,,0.456521739,0.468085106,0.84,0.88,0.242388,font size,,2
5ac21ff3fffa7600087422a0,115386,MIT_AthleticTrainers,0,3,,Ohio State University,,,1.247771836,0.906511928,,,,,,,,,,,,,Ohio State University,0.5,0.528301887,1,1.12,0.653928,ohio state univers,,2
5ac21ff3fffa7600087422a1,115386,MIT_AthleticTrainers,0,2,,South Korea,0.131143366,,1.426024955,0.944229529,,,,,,,,,,,,0.131143366,South Korea,0.25,0.243902439,0.333333333,0.322580645,0.259384,south korea,,2
